title,price,release_year,release_month,rating,required_age,is_multiplayer
"Blueberry Garden",4.99,2009,6,68,0,0
"Gothic 1",19.99,2001,3,81,0,0
"Blade Kitten",2.99,2014,5,52,0,0
"Fallout 2: A Post Nuclear Role Playing Game",9.99,2009,8,86,16,0
"Ghostbusters: Sanctum of Slime",9.99,2011,3,43,0,0
"Mark of the Ninja",14.99,2012,10,91,17,0
"Dead Island: Game of the Year Edition",19.99,1970,1,80,17,1
"Lilly Looking Through",9.99,2013,11,71,0,0
"Distant Worlds: Universe",59.99,2014,5,81,0,0
Shardlight,14.99,2016,3,75,0,0
"Surgeon Simulator 2013",9.99,2013,4,71,0,0
"Cortex Command",19.99,2012,9,44,0,0
"Conflict: Denied Ops",5.99,2008,2,58,17,0
"Disney TRON: Evolution",19.99,2014,10,57,0,1
"FINAL FANTASY TYPE-0™ HD",29.99,2015,8,69,17,0
"X-COM: Enforcer",4.99,2008,9,65,0,1
"The Evil Within",59.99,2014,10,68,16,0
"Grand Theft Auto: Vice City",9.99,2011,1,94,17,0
"Space Hack",4.99,2014,8,63,0,0
"Violett Remastered",9.99,2013,12,61,0,0
"King Arthur II: The Role-Playing Wargame",9.99,2012,1,66,0,0
Startopia,6.99,2013,10,86,13,0
"Metro 2033",14.99,2010,3,81,0,0
"Tribes: Ascend",0,2012,6,86,0,1
"Sonic & All-Stars Racing Transformed",19.99,2013,1,79,0,1
"NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution",29.99,2014,9,61,0,1
Traverser,14.99,2015,7,61,0,0
"Disciples II: Rise of the Elves ",6.49,2006,7,80,0,1
SPACECOM,9.99,2014,9,68,0,1
"NOT A HERO",12.99,2015,5,75,0,0
"Tower Wars",7.99,2012,8,59,0,1
"Counter-Strike: Global Offensive",14.99,2012,8,83,0,1
Doors,4.99,2016,2,40,0,0
"Nancy Drew®: The Phantom of Venice",6.99,2009,7,69,0,0
"Front Mission Evolved",9.99,2010,9,63,0,1
"MDK 2",9.99,2009,9,83,0,0
"Back to the Future: The Game",19.99,2010,12,74,0,0
"Resident Evil 6 / Biohazard 6",29.99,2013,3,69,16,1
"Hyper Light Drifter",19.99,2016,3,85,0,0
"Hitman: Blood Money",8.99,2007,3,82,17,0
"Ravenmark: Scourge of Estellion",14.99,2015,9,75,0,0
"Blood Alloy: Reborn",12.99,2016,3,49,0,0
"Runespell: Overture",9.99,2011,7,69,0,0
"Rag Doll Kung Fu",9.99,2005,10,69,0,1
"PAYDAY 2",19.99,2013,8,79,18,1
"They Bleed Pixels",9.99,2012,8,74,0,0
"Alien Swarm",0,2010,7,77,0,1
"Child of Light",14.99,2014,4,77,0,0
"The Night of the Rabbit",49.99,2013,5,75,0,0
"Batman: Arkham City - Game of the Year Edition",19.99,2012,9,91,0,0
"FTL: Faster Than Light",9.99,2012,9,84,0,0
"The Bard's Tale",9.99,2009,12,70,0,0
"Call of Juarez®: Bound in Blood",9.99,2009,7,78,17,1
"Skyshine's BEDLAM",19.99,2015,9,67,0,0
"The Journey Down: Chapter Two",10.99,2014,8,78,0,0
"Atom Zombie Smasher",9.99,2011,3,75,0,0
Flockers™,19.99,2014,9,66,13,0
"Escape Goat 2",9.99,2014,3,76,0,0
Flock!,4.99,2009,4,65,0,0
"Rollers of the Realm",9.99,2014,11,68,0,0
Echelon,3.99,2014,7,70,0,0
"Knights of Honor",9.99,2009,2,77,0,1
"Street Fighter® IV",19.99,2009,7,91,0,1
"Dracula 2: The Last Sanctuary",4.99,2014,4,68,0,0
"Dead Effect",4.99,2014,12,59,0,0
"Chivalry: Medieval Warfare",24.99,2012,10,79,0,1
"Wargame: Red Dragon",39.99,2014,4,78,0,1
"A Virus Named TOM",9.99,2012,8,65,0,0
"Offspring Fling!",7.99,2012,5,79,0,0
"Nether: Resurrected",4.99,2014,6,57,0,1
"Dead Island Riptide",19.99,1970,1,61,17,1
"Fran Bow",14.99,2015,8,70,0,0
Terraria,9.99,2011,5,83,0,1
Darwinia,9.99,2005,7,84,0,0
"Joint Task Force",9.99,2007,3,68,0,1
"Din's Curse",9.99,2012,8,76,0,1
"Nancy Drew®: The Haunted Carousel",6.99,2009,10,85,0,0
"Dominions 3: The Awakening",19.99,2013,9,82,0,1
"Corpse of Discovery",7.99,2015,8,49,0,0
"SiN Episodes: Emergence",9.99,2006,5,75,0,0
"Ship Simulator Extremes",19.99,2010,8,49,0,1
"The Journey Down: Chapter One",8.99,2013,1,72,0,0
"The Guild II",9.99,2010,6,61,0,0
"Shelter 2",14.99,2015,3,58,0,0
"Dragon Saga",0,2015,12,65,0,1
"Comanche 4",9.99,2009,6,74,0,1
"Lifeless Planet Premier Edition",19.99,2014,6,59,0,0
Krater,14.99,2012,6,52,0,0
BRINK,19.99,2011,5,70,0,1
Etherium,19.99,2015,3,62,0,1
Waves,4.99,2011,11,82,0,0
"Warhammer: End Times - Vermintide",29.99,2015,10,79,17,0
"Velvet Assassin",4.99,2009,5,61,17,0
"Stellar Impact",9.99,2012,4,74,0,1
"Steel Armor: Blaze of War",29.99,2015,3,70,0,0
"Serious Sam Classic: The First Encounter",99.99,2010,3,87,0,1
"GUILTY GEAR Xrd -SIGN-",29.99,2015,12,84,0,1
"Shank 2",9.99,2012,2,72,17,0
"Cossacks: Art of War",4.99,2011,8,74,0,0
"Car Mechanic Simulator 2015",19.99,2015,4,68,0,0
"Sonic Generations",29.99,2011,11,77,0,0
"Wars and Warriors: Joan of Arc",6.99,2015,9,60,0,0
"Homeworld Remastered Collection",34.99,2015,2,86,0,1
"Tom Clancy's EndWar™",9.99,2009,2,68,0,1
Pure,19.99,2014,10,80,0,0
"Joe Danger 2: The Movie",14.99,2013,6,82,0,0
"Back to the Future: The Game",19.99,2010,12,74,0,0
"The Dream Machine: Chapter 1 & 2",3.99,2012,5,77,0,0
"Tiny Troopers",4.99,2012,8,57,0,0
"DeathSpank: Thongs of Virtue",14.99,2010,11,78,0,0
"Grotesque Tactics: Evil Heroes",9.99,2010,10,65,0,0
HAWKEN,0,2014,2,73,0,1
"Sacred Citadel",9.99,2013,4,61,0,1
"Call of Duty®: Black Ops II",59.99,2012,11,74,17,1
"Crusader Kings Complete",9.99,2012,2,73,0,1
"Wolfenstein: The New Order",59.99,2014,5,81,16,0
"Warlocks vs Shadows",13.99,2015,8,68,0,1
"The Samaritan Paradox",9.99,2014,4,75,0,0
Impire,19.99,2013,2,45,0,1
"MacGuffin's Curse",9.99,2012,4,73,0,0
GALAK-Z,9.99,2015,10,82,0,0
"Cloudberry Kingdom™",9.99,2013,8,67,13,0
"The Sims Medieval",0,2011,5,77,0,0
"Niko: Through The Dream",9.99,2015,7,74,0,0
"Civilization IV: Beyond the Sword",9.99,2007,7,86,0,0
"Black Mesa",19.99,2015,5,86,0,1
"Five Nights at Freddy's 4",7.99,2015,7,51,0,0
Warface,0,2014,7,62,0,1
"Cave Story+",14.99,2011,11,83,0,0
"A Valley Without Wind 2",14.99,2013,2,68,0,1
"Blackwell Deception",9.99,2012,1,73,0,0
"Sword of the Stars: Complete Collection",9.99,2010,6,75,0,1
"The Ball",9.99,2010,10,68,17,0
"Edna & Harvey: Harvey's New Eyes",49.99,2012,10,75,0,0
"Tiny and Big: Grandpa's Leftovers",9.99,2012,6,75,0,0
"Dark Messiah of Might & Magic",9.99,2006,10,72,17,1
"Guardians of Middle-earth",19.99,2013,8,56,0,1
"Roche Fusion",12,2015,1,85,0,0
"Space Run",14.99,2014,6,73,0,0
"Farming Simulator 15",24.99,2014,10,64,0,1
"Postal III",14.99,2012,2,24,17,0
"Mighty Switch Force! Hyper Drive Edition",9.99,2015,6,85,0,0
Deadpool,39.99,2013,6,63,17,0
"Silent Hill Homecoming",39.99,2008,11,64,17,0
"State of Decay",0,2013,11,79,17,0
"Call of Duty®: Black Ops",39.99,2010,11,81,17,1
"BioShock Infinite",29.99,2013,3,94,17,0
"Expeditions: Conquistador",19.99,2013,5,77,0,1
"Lone Survivor: The Director's Cut",14.99,2012,4,81,15,0
"Crazy Machines 2",14.99,2008,6,72,0,0
ZOMBI,19.99,2015,8,65,17,0
"Stronghold HD",5.99,2013,10,81,0,1
"A Fistful of Gun",12.99,2015,9,60,0,1
"Assassin’s Creed® III",19.99,2012,11,80,17,1
"Tobe's Vertical Adventure",4.99,2011,7,75,0,0
"Heroes of Might & Magic V",9.99,2008,5,77,0,0
"Company of Heroes 2",34.99,2013,6,80,17,1
"The Incredible Adventures of Van Helsing II",14.99,2014,6,77,0,1
"Beatbuddy: Tale of the Guardians",9.99,2013,8,75,0,0
Crowntakers,14.99,2014,11,70,0,0
"BloodRayne 2",9.99,2006,9,67,17,0
Dyscourse,14.99,2015,3,71,0,0
"Company of Heroes: Tales of Valor",19.99,2009,4,70,17,1
Cradle,12.99,2015,7,65,0,0
"Dracula: The Resurrection",4.99,2014,4,67,0,0
"Far Cry 3 - Blood Dragon",14.99,2013,5,81,18,0
Californium,9.99,2016,2,64,0,0
"Pony Island",4.99,2016,1,86,0,0
Anodyne,9.99,2013,3,75,0,0
Hinterland,9.99,2008,9,65,0,0
Half-Life,9.99,1998,11,96,0,1
"Brigade E5: New Jagged Union",3.99,2014,4,41,0,0
"Children of the Nile: Enhanced Edition",7.99,2008,7,75,0,0
"Supreme Ruler: Cold War",9.99,2011,7,63,0,1
"Poltergeist: A Pixelated Horror",7.99,2014,10,70,0,0
"Worms Blast",7.99,2011,10,73,0,0
"F1 2011",14.99,2011,9,83,0,1
"Devil May Cry® 3 Special Edition",19.99,2007,6,66,0,0
"Echoes Of Aetheria",14.99,2016,1,77,0,0
"Dota 2",0,2013,7,90,0,1
Lume,5.99,2011,5,69,0,0
"Etherlords II",4.99,2014,2,78,0,1
Particulars,14.99,2014,11,74,0,0
"Puzzle Agent 2",9.99,2011,6,63,0,0
"Bard's Gold",7.99,2015,8,58,0,0
"GRID 2",29.99,2013,5,80,0,1
"Napoleon: Total War™",19.99,2010,2,81,0,1
"Jurassic Park: The Game",19.99,2011,11,54,0,0
"Civilization IV®: Warlords",4.99,2007,4,84,0,0
"IL-2 Sturmovik: 1946",9.99,2008,6,86,0,1
"SpellForce 2: Gold Edition",14.99,2009,10,80,0,0
"Tales of Zestiria",49.99,2015,10,77,0,0
"1001 Spikes",14.99,2014,6,80,0,1
"Trackmania United Forever Star Edition",29.99,2008,4,80,0,1
"Evil Genius",9.99,2009,6,75,0,0
"Fairy Fencer F",29.99,2015,8,66,13,0
"J.U.L.I.A.: Among the Stars",19.99,2014,9,71,0,0
"Planetary Annihilation",29.99,2014,9,62,0,1
"The Sims™ 3",19.99,2011,1,86,0,0
"The UnderGarden",6.99,2010,11,67,0,0
"Guacamelee! Super Turbo Championship Edition",14.99,2014,8,80,0,0
"Adventure Park",19.99,2013,11,49,0,0
"Advent Rising",9.99,2006,9,70,0,0
"Bone: Out From Boneville",9.99,2008,6,68,0,0
"Papers, Please",9.99,2013,8,85,0,0
"Age of Wonders II: The Wizard's Throne",9.99,2010,10,86,0,1
"Age of Mythology: Extended Edition",29.99,2014,5,66,0,1
"Total Annihilation",4.99,2015,12,86,0,1
Planetbase,19.99,2015,10,70,0,0
"Super Time Force Ultra",14.99,2014,8,80,0,0
"Freedom Planet",14.99,2014,7,81,0,0
"Condemned: Criminal Origins",14.95,2012,10,78,17,0
"Driver® Parallel Lines",9.99,2009,2,61,17,0
"The Corporate Machine",9.99,2015,3,80,0,1
"Action Henk",14.99,2015,5,74,0,1
"Airline Tycoon 2",19.99,2011,10,57,0,0
Sanctum,9.99,2011,4,70,0,1
"Marine Park Empire",6.99,2015,9,58,0,0
"Space Empires IV Deluxe",9.99,2006,2,79,0,1
"The Coma: Cutting Class",9.99,2015,10,69,0,0
"Ducati World Championship",4.99,2007,9,35,0,1
"Redux: Dark Matters",12.99,2014,12,61,0,0
Roogoo,2.99,2009,12,72,0,1
"Runaway, A Road Adventure",9.99,2007,3,74,0,0
"Mushroom 11",14.99,2015,10,78,0,0
Flotilla,9.99,2010,4,72,0,0
"Sub Command",9.99,2006,10,84,0,1
inMomentum,9.99,2011,10,59,0,1
"Need for Speed: Shift",19.99,2009,10,83,0,1
Blackguards,39.99,2014,1,68,0,0
"F1 2015",54.99,2015,7,61,0,1
Splice,9.99,2012,6,70,0,0
Summoner,4.99,2014,3,78,0,0
"Men of War: Assault Squad 2",29.99,2014,5,68,0,1
"Cold Fear™",9.99,2008,5,66,17,0
"Silent Hunter® III",9.99,2008,6,90,0,1
"BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien",14.99,2013,2,85,0,0
"Sword of the Stars: Complete Collection",9.99,2010,6,75,0,1
"Samorost 3",19.99,2016,3,81,0,0
"Democracy 3",24.99,2013,10,70,0,0
"Sideway™ New York",9.99,2011,11,71,0,0
"Stardew Valley",14.99,2016,2,89,0,0
"Qbeh-1: The Atlas Cube",9.99,2014,5,72,0,0
VoidExpanse,14.99,2015,4,59,0,1
"Still Life",7.99,2011,6,75,17,0
UnderRail,14.99,2015,12,72,0,0
"Monday Night Combat",4.99,2011,1,82,0,1
"Fester Mudd: Curse of the Gold - Episode 1",9.99,2013,11,76,0,0
ADR1FT,19.99,2016,3,66,0,0
"Death to Spies: Moment of Truth",9.99,2009,8,73,0,0
"Pillars of Eternity",44.99,2015,3,89,0,0
Crysis,19.99,2008,9,91,17,0
"Mega Man Legacy Collection",14.99,2015,8,85,0,0
"Randal's Monday",19.99,2014,11,57,0,0
"Sid Meier's Civilization® V",29.99,2010,9,90,0,1
Portal,9.99,2007,10,90,0,0
"Sins of a Solar Empire®: Trinity",19.99,2011,11,87,0,1
"Eurofighter Typhoon",9.99,2014,5,69,0,0
"Wings Over Europe",9.99,2014,5,62,0,0
"Broken Age",24.99,2014,1,73,0,0
"Long Live The Queen",9.99,2013,11,67,0,0
Broforce,14.99,2015,10,83,0,1
Masochisia,7.99,2015,10,68,18,0
"Reign: Conflict of Nations",3.99,2010,7,60,0,0
Hatred,10.99,2015,6,43,18,0
"Empire: Total War™",19.99,2009,3,90,0,1
AquaNox,4.99,2010,4,67,0,1
"Off-Road Drive",6.99,2011,9,60,0,1
"The Path",9.99,2009,3,79,0,0
Reus,9.99,2013,5,75,0,0
Light,12.99,2014,7,49,0,0
"Freespace 2",9.99,2014,6,91,0,1
"Dark Sector",9.99,2009,3,66,0,1
"Hamilton's Great Adventure",9.99,2011,5,77,0,0
"Gryphon Knight Epic",9.99,2015,8,55,0,0
"Tycoon City: New York",9.99,2008,3,67,0,0
"Mafia II",0,2011,3,77,18,0
Crimsonland,13.99,2014,6,68,0,0
Knock-knock,9.99,2013,10,57,0,0
"Sublevel Zero",14.99,2015,10,70,0,0
"Gemini Wars",14.99,2012,11,53,0,1
"Stronghold Crusader 2",49.99,2014,9,65,0,1
SUPERHOT,24.99,2016,2,82,0,0
POSTAL,1.99,2013,3,56,18,0
"Game Dev Tycoon",9.99,2013,8,68,0,0
"Just Cause",6.99,2007,3,75,17,0
Xenonauts,24.99,2014,6,77,0,0
"Planet of the Eyes",9.99,2015,8,66,0,0
Parallax,9.99,2015,3,68,0,0
"Arma Tactics",8.99,2013,10,47,0,0
"Race The Sun",9.99,2013,12,79,0,0
"Little Inferno",9.99,2012,11,68,0,0
"The Masterplan",19.99,2015,6,68,16,0
"Blackguards 2",34.99,2015,1,74,0,0
"Warlords Battlecry III",9.99,2016,1,73,0,0
"Blue Estate The Game",12.99,2015,4,59,0,0
"Speedball 2 HD",9.99,2013,12,53,0,1
"Bone: The Great Cow Race",9.99,2008,6,76,0,0
Hammerwatch,9.99,2013,8,72,0,1
"Oddworld: New 'n' Tasty",19.99,2015,2,87,0,0
"Strong Bad's Cool Game for Attractive People: Season 1",19.99,2008,12,82,0,0
"Light of Altair",14.99,2009,6,66,0,0
"Unreal Tournament 2004: Editor's Choice Edition",14.99,2004,3,93,17,1
Fire,9.99,2015,4,64,0,0
"Shattered Haven",9.99,2013,3,59,0,0
"Realm of the Mad God",0,2012,2,82,0,1
"LEGO Harry Potter: Years 1-4",19.99,2010,6,79,0,0
"Freaking Meatbags",9.99,2015,2,69,0,0
"Heavy Bullets",9.99,2014,9,72,0,0
Xotic,9.99,2011,9,67,0,0
"Warhammer 40,000: Regicide",14.99,2015,9,72,0,1
Munin,9.99,2014,6,68,0,0
NightSky,9.99,2011,3,78,0,0
"Alekhine's Gun",39.99,2016,3,38,0,0
"WWE 2K15",49.99,2015,4,70,13,1
"NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst",29.99,2013,10,80,0,1
"The Vanishing of Ethan Carter",19.99,2014,9,82,0,0
"Lovely Planet",5.99,2014,7,61,0,0
"Everybody's Gone to the Rapture",19.99,2016,4,73,16,0
"DiRT 3 Complete Edition",29.99,2015,4,86,0,1
"STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition",19.99,2009,12,65,0,0
"The Flock",16.99,2015,8,36,0,1
"The Floor is Jelly",9.99,2014,5,83,0,0
"The Fall",9.99,2014,5,76,0,0
"Full Bore",14.99,2014,5,72,0,0
"Sleeping Dogs",0,1970,1,81,17,0
"Everyday Shooter",9.99,2008,5,77,0,0
"The Amazing Spider-Man 2™",39.99,2014,4,57,0,0
"Darkest of Days",19.99,2009,9,51,0,0
"Trine 2: Complete Story",19.99,2013,6,84,0,1
"Strike Suit Zero",19.99,2013,1,66,0,0
Soulbringer,9.99,2014,3,70,0,0
"Wargame: European Escalation",9.99,2012,2,81,0,1
"Trine Enchanted Edition",14.99,2009,7,80,0,1
"Batman: Arkham Asylum Game of the Year Edition",19.99,2010,3,91,0,0
"The Haunted: Hells Reach",14.99,2011,10,51,17,1
"Lovers in a Dangerous Spacetime",14.99,2015,9,80,0,0
"Street Fighter V",59.99,2016,2,74,0,1
"Hard Reset Extended Edition",14.99,2012,7,73,17,0
"Conflict Desert Storm™",6.99,2012,5,56,0,0
"Heaven's Hope - Special Edition",19.99,2016,2,74,0,0
"Mordheim: City of the Damned",39.99,2015,11,74,0,1
"Game of Thrones",19.99,2012,6,58,0,0
"Divide By Sheep",4.99,2015,7,83,0,0
"Ares Omega",9.99,2016,3,49,0,0
"This War of Mine",19.99,2014,11,83,0,0
"DARK SOULS™ III",59.99,2016,4,89,17,1
"A Vampyre Story",19.99,2014,7,75,0,0
DARK,19.99,2013,7,41,17,0
"OlliOlli2: Welcome to Olliwood",14.99,2015,8,82,0,1
"Strong Bad's Cool Game for Attractive People: Season 1",19.99,2008,12,82,0,0
"Pirates of Black Cove",9.99,2011,8,56,0,0
BloodRayne,9.99,2006,9,65,17,0
"STAR WARS™ Jedi Knight - Dark Forces II",5.99,2009,9,91,0,1
"Pacific Storm Allies",13.99,2008,8,60,0,1
"Goodbye Deponia",19.99,2013,10,80,0,0
"Broken Sword 3 - the Sleeping Dragon",5.99,2009,12,82,0,0
"MISSING: An Interactive Thriller - Episode One",3.99,2015,5,63,0,0
"Hostile Waters: Antaeus Rising",9.99,2014,1,80,0,0
"Blitzkrieg 2 Anthology",4.99,2014,9,75,0,0
"Invisible, Inc.",19.99,2015,5,82,0,0
"Stronghold Crusader HD",9.99,2013,10,78,0,1
"Hot Tin Roof: The Cat That Wore A Fedora",14.99,2015,2,66,0,0
"Razor2: Hidden Skies",9.99,2010,7,61,0,0
"Borderlands 2",19.99,2012,9,89,17,0
"Fallout 4",59.99,2015,11,84,17,0
"Brothers in Arms: Road to Hill 30™",9.99,2008,5,87,17,0
Kingdom,9.99,2015,10,74,0,0
"Vampire: The Masquerade - Bloodlines",19.99,2007,3,80,17,0
Uplink,9.99,2006,8,75,0,0
"Puzzle Dimension",2.99,2010,6,79,0,0
"Grand Ages: Rome",9.99,2009,3,72,0,1
"Pure Pool",12.99,2014,7,68,0,1
"No Pineapple Left Behind",9.99,2016,2,60,0,0
"Jagged Alliance - Back in Action",29.99,2012,2,62,17,0
"Nuclear Throne",11.99,2015,12,88,0,0
"The Cameron Files: The Secret at Loch Ness",2.99,2014,7,66,0,0
BLACKHOLE,8.99,2015,2,82,0,0
"Remember Me",29.99,2013,6,65,16,0
Gish,9.99,2007,7,80,0,1
"Red Orchestra: Ostfront 41-45",9.99,2006,3,81,0,1
"Divinity: Original Sin (Classic)",0,2014,6,87,0,1
"Salammbô: Battle for Carthage",4.99,2014,5,77,0,0
"LOUD on Planet X",7.99,2016,4,74,0,0
"The Last Federation",19.99,2014,4,72,0,0
"Heroes® of Might & Magic® III - HD Edition",14.99,2015,1,65,0,1
"Battlestations: Midway",6.99,2007,3,76,0,0
"Pix the Cat",9.99,2015,1,77,0,1
"Midnight Club 2",9.99,2008,1,81,0,1
Defragmented,14.99,2016,2,68,0,0
"Venetica - Gold Edition",9.99,2015,1,61,0,0
"Fallout: A Post Nuclear Role Playing Game",9.99,2009,8,89,16,0
"Judge Dredd: Dredd vs. Death",7.99,2009,3,55,0,1
"The Escapists",17.99,2015,2,71,0,0
"Company of Heroes",19.99,2007,7,93,17,1
"Crazy Machines 1.5",9.99,2008,12,78,0,0
"Battleplan: American Civil War",9.99,2014,7,66,0,0
"SUNLESS SEA",18.99,2015,2,81,0,0
"Aliens: Colonial Marines",14.99,2013,2,45,17,1
"Heroes of Annihilated Empires",14.99,2006,11,65,0,1
"DmC: Devil May Cry",29.99,2013,1,85,17,0
"Check vs Mate",19.99,2012,8,69,0,1
"Stealth Bastard Deluxe",9.99,2012,11,80,0,0
"Nancy Drew®: Secret of the Old Clock",6.99,2009,10,80,0,0
"99 Levels To Hell",4.99,2014,2,66,0,0
"The Settlers 7: Paths to a Kingdom: Deluxe Gold Edition",19.99,2011,3,79,0,1
"Prime World: Defenders",9.99,2013,6,58,0,0
HELLDIVERS™,19.99,2015,12,83,12,1
"Guild Wars<sup>®</sup> Game of the Year Edition",19.99,2009,4,89,0,1
"Dark Void™",9.99,2010,1,57,0,0
"Tom Clancy's Ghost Recon: Future Soldier™",19.99,2012,6,71,17,1
"FIVE: Guardians of David",19.99,2015,11,66,0,0
F.E.A.R.,9.99,2010,5,88,17,0
"Extreme Exorcism",12.99,2015,9,75,0,0
"Iron Warriors: T - 72 Tank Command ",4.99,2006,7,56,0,1
"L.A. Noire",19.99,2011,11,83,17,0
Ceville,9.99,2009,2,73,0,0
"Legend - Hand of God",9.99,2009,5,57,0,0
"Assassin’s Creed® Brotherhood",19.99,2011,3,88,17,1
"Actual Sunlight",4.99,2014,4,77,0,0
"Falcon 4.0",6.99,2016,1,85,0,1
"Star Hammer: The Vanguard Prophecy",19.99,2015,6,69,0,0
"Fist of Jesus",9.99,2014,10,63,0,0
"FINAL FANTASY III",15.99,2014,5,68,10,0
"Al Emmo and the Lost Dutchman's Mine",9.99,2014,5,77,0,0
"Tom Clancy's Rainbow Six® 3 Gold",9.99,2008,9,85,0,1
"Lost Planet® 2",19.99,2010,10,63,0,1
"Wayward Manor",6.99,2014,7,41,0,0
"Street Fighter X Tekken",29.99,2012,5,79,0,1
"Blues and Bullets",4.99,2015,7,73,0,0
Shelter,9.99,2013,8,69,0,0
"Subject 13",9.99,2015,5,59,0,0
"The Moment of Silence",14.99,2015,3,70,0,0
"Oozi: Earth Adventure",4.99,2013,12,66,0,0
Symphony,8.99,2012,8,75,0,0
"Serious Sam Classic: The Second Encounter",99.99,2010,9,85,0,1
"Silent Hunter®: Wolves of the Pacific",9.99,2008,6,79,0,1
"Toy Soldiers: War Chest",14.99,2015,8,60,0,1
"Stronghold HD",5.99,2013,10,81,0,1
"Hearts of Iron III: Semper Fi",4.99,2010,6,65,0,1
BRINK,19.99,2011,5,70,0,1
"Sine Mora",9.99,2012,11,77,17,0
"Dreamfall Chapters",29.99,2014,10,73,0,0
"Rayman Raving Rabbids™",9.99,2008,6,58,0,0
"The Westport Independent",9.99,2016,1,63,0,0
"FORCED SHOWDOWN",19.99,2016,3,71,0,0
"Alien Breed 2: Assault",9.99,2010,9,63,0,0
"Sherlock Holmes: The Awakened - Remastered Edition",9.99,2009,8,72,0,0
Syberia,12.99,2011,5,82,0,0
"Vigil: Blood Bitterness™",0,2007,6,61,0,0
"Magic: The Gathering - Duels of the Planeswalkers 2013",9.99,2012,6,77,0,1
"Prince of Persia®: The Sands of Time",9.99,2008,11,89,0,0
Split/Second,19.99,2014,10,79,0,0
"Disney•Pixar Cars",19.99,2015,2,73,0,0
STASIS,24.99,2015,8,79,0,0
"Revenge of the Titans",9.99,2011,3,79,0,0
"Sherlock Holmes - Nemesis",9.99,2008,8,71,0,0
"Tormentum - Dark Sorrow",11.99,2015,3,72,0,0
"DuckTales: Remastered",14.99,2013,8,66,0,0
"Spider-Man™: Shattered Dimensions",29.99,2015,10,68,0,0
"Cornerstone: The Song of Tyrim",19.99,2016,4,62,0,0
ArcaniA,19.99,2010,10,63,0,0
"Half-Life 2: Episode One",7.99,2006,6,87,0,0
"Super House of Dead Ninjas",6.99,2013,2,79,0,0
"Shattered Union",4.99,2006,10,67,0,1
"The Swapper",14.99,2013,5,87,0,0
"Ragnarok Online",0,2013,10,79,0,1
Fireburst,9.99,2012,4,59,0,1
"ARSLAN: THE WARRIORS OF LEGEND",59.99,2016,2,57,0,1
0RBITALIS,9.99,2015,5,73,0,0
"Dead State: Reanimated",19.99,2014,12,70,0,0
"XCOM: Enemy Unknown",29.99,2012,10,89,17,1
"Culpa Innata",9.99,2008,1,66,0,0
"Call of Duty: World at War",19.99,2008,11,83,17,1
X-Blades,9.99,2009,4,54,17,0
"Hearts of Iron 2 Complete",14.99,2009,1,83,0,1
"Grotesque Tactics 2 – Dungeons and Donuts",9.99,2011,11,48,0,0
"Burnout Paradise: The Ultimate Box",19.99,2009,3,87,0,1
"Tom Clancy's Splinter Cell Conviction™ Deluxe Edition",19.99,2010,4,83,17,1
"Dead Rising® 2",19.99,2010,9,78,17,1
"Conflicks - Revolutionary Space Battles",14.99,2015,11,63,0,1
"Starpoint Gemini",13.99,2012,2,46,0,0
"Mirror's Edge™",19.99,2009,1,81,0,0
"Legend of Dungeon",9.99,2013,9,62,0,0
"Insecticide Part 1",2.99,2008,7,65,0,0
"FRACT OSC",14.99,2014,4,75,0,0
"Risen 2: Dark Waters",9.99,2012,4,69,0,0
"Disney•Pixar Toy Story 3: The Video Game",19.99,2014,10,73,0,0
"Stronghold Kingdoms",0,2012,2,75,0,1
"XCOM® 2",59.99,2016,2,88,0,1
"Adventures of Pip",14.99,2015,6,72,0,0
Incredipede,9.99,2013,3,74,0,0
"The Last Tinker™: City of Colors",19.99,2014,5,72,0,0
"King's Bounty: Dark Side",15.99,2014,8,73,0,0
"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",4.99,2009,8,84,0,0
"Gratuitous Tank Battles",9.99,2012,5,69,0,0
"Call of Duty®: Modern Warfare® 2",19.99,2009,11,86,0,1
"Lords of the Realm III",4.99,2015,12,65,0,0
"Tesla Effect: A Tex Murphy Adventure",19.99,2014,5,68,0,0
LIMBO,9.99,2011,8,88,0,0
"Warlock 2: The Exiled",19.99,2014,4,73,0,1
"Jolly Rover",9.99,2010,6,71,0,0
"Disney Alice in Wonderland",19.99,2014,10,63,0,0
"Operation Flashpoint: Red River",9.99,2011,6,67,17,1
"War Thunder",0,2013,8,82,0,0
"Hotline Miami",9.99,2012,10,85,17,0
"Orbital Gear",9.99,2014,8,59,0,1
"Marine Sharpshooter II: Jungle Warfare",9.99,2014,4,52,0,0
"Prototype 2",39.99,2012,7,76,17,0
"Men of War: Red Tide",4.99,2009,11,77,0,0
"Into the Stars",19.99,2016,3,63,0,0
"Alpha Protocol™",14.99,2010,6,72,17,0
"Divinity: Original Sin - Enhanced Edition",39.99,2015,10,94,0,1
"Year Walk",5.99,2014,3,87,0,0
"Blood Bowl® Legendary Edition",19.99,2010,10,73,0,1
"The Crew™",29.99,2014,12,71,0,1
